data affmb;
length id$ 8 customerid$ 12	visitid$ 12	itemtype$ 16	Brand$ 12;
771	900079	100011	Cookies	Brand22
772	900079	100011	Softdrink	Brand52
773	900079	100011	HamburgerBuns	Brand32
774	900079	100011	CatFood	Brand18
775	900079	100011	DogFood	Brand30
776	900079	100011	Chips	Brand19
777	900079	100001	Softdrink	Brand52
778	900079	100001	DogFood	Brand29
779	900079	100001	Chips	Brand19
780	900079	100001	Candy	Brand14
781	900079	100001	LaundryDetergent	Brand38
782	900079	100001	LaundryDetergent	Brand38
783	900079	100001	Softdrink	Brand52
784	900080	100005	Chips	Brand20
785	900080	100005	Milk	Brand44
786	900080	100005	Chips	Brand19
787	900080	100005	Bread	Brand12
788	900080	100005	Chips	Brand21
789	900080	100030	CatFood	Brand18
790	900080	100030	Cookies	Brand24
791	900080	100030	LaundryDetergent	Brand39
792	900080	100030	DogFood	Brand28
793	900080	100030	Chips	Brand21
794	900080	100030	Cookies	Brand24
795	900081	100035	CatFood	Brand17
796	900081	100035	Bread	Brand11
797	900081	100035	Cookies	Brand24
798	900081	100022	Bread	Brand10
799	900082	100028	Diapers	Brand27
800	900082	100028	Candy	Brand14
801	900082	100028	Candy	Brand14
802	900082	100028	HamburgerBuns	Brand32
803	900082	100032	Milk	Brand43
804	900082	100032	Cookies	Brand24
805	900082	100032	Candy	Brand15
806	900082	100032	Diapers	Brand26
807	900082	100032	Bread	Brand12
808	900082	100032	Chips	Brand20
809	900082	100032	Milk	Brand43
810	900083	100007	Chips	Brand20
811	900083	100007	LaundryDetergent	Brand38
812	900083	100007	HamburgerBuns	Brand32
813	900083	100006	Chips	Brand19
814	900083	100006	HamburgerBuns	Brand31
815	900083	100006	Bread	Brand11
816	900083	100006	Diapers	Brand26
817	900083	100006	CatFood	Brand18
818	900083	100006	CatFood	Brand16
819	900084	100005	Bread	Brand12
820	900084	100005	Chips	Brand21
821	900084	100005	Milk	Brand43
822	900084	100005	LaundryDetergent	Brand37
823	900084	100005	Cookies	Brand22
824	900084	100005	Milk	Brand44
825	900084	100005	Chips	Brand20
826	900084	100005	LaundryDetergent	Brand39
827	900084	100005	Chips	Brand21
828	900084	100024	Chips	Brand19
829	900084	100024	InkPen	Brand36
830	900084	100024	Chips	Brand21
831	900084	100024	DogFood	Brand28
832	900084	100024	Chips	Brand19
833	900084	100024	Cookies	Brand23
834	900084	100024	Softdrink	Brand52
835	900084	100024	Cookies	Brand22
836	900085	100015	Milk	Brand44
837	900085	100015	Soap	Brand50
838	900085	100015	Bread	Brand12
839	900085	100015	Milk	Brand44
840	900085	100015	Softdrink	Brand52
841	900085	100028	Cookies	Brand22
842	900085	100028	Candy	Brand13
843	900085	100028	Milk	Brand43
844	900085	100028	Diapers	Brand25
845	900085	100028	Bread	Brand11
846	900085	100028	LightBulb	Brand41
847	900086	100012	Bread	Brand10
848	900086	100022	HamburgerBuns	Brand31
849	900086	100022	Chips	Brand19
850	900086	100022	Chips	Brand19
851	900086	100022	CatFood	Brand16
852	900086	100022	Cookies	Brand24
853	900086	100022	DogFood	Brand29
854	900086	100022	LaundryDetergent	Brand39
855	900086	100022	Cookies	Brand24
856	900087	100006	Softdrink	Brand53
857	900087	100006	Bread	Brand10
858	900087	100006	Diapers	Brand27
859	900087	100006	Milk	Brand45
860	900087	100006	Milk	Brand43
861	900087	100006	HamburgerBuns	Brand33
862	900087	100006	Antacid	Brand4
863	900087	100006	Milk	Brand44
864	900087	100013	Bread	Brand12
865	900087	100013	HamburgerBuns	Brand33
866	900087	100013	HamburgerBuns	Brand32
867	900087	100013	Cookies	Brand22
868	900087	100013	LaundryDetergent	Brand38
869	900087	100013	HamburgerBuns	Brand31
870	900087	100013	Chips	Brand20
871	900088	100008	LaundryDetergent	Brand38
872	900088	100008	Bread	Brand10
873	900088	100008	LaundryDetergent	Brand37
874	900088	100008	Candy	Brand14
875	900088	100008	Milk	Brand45
876	900088	100005	CatFood	Brand18
877	900088	100005	Diapers	Brand26
878	900088	100005	Milk	Brand44
879	900088	100005	InkPen	Brand35
880	900089	100024	DogFood	Brand29
881	900089	100024	Diapers	Brand27
882	900089	100024	Chips	Brand21
883	900089	100024	Chips	Brand19
884	900089	100004	Chips	Brand20
885	900089	100004	DogFood	Brand29
886	900089	100004	Milk	Brand43
887	900089	100004	Candy	Brand15
888	900089	100004	Cookies	Brand22
889	900090	100021	Candy	Brand15
890	900090	100021	CatFood	Brand18
891	900090	100021	DogFood	Brand28
892	900090	100005	Soap	Brand49
893	900090	100005	Cookies	Brand22
894	900090	100005	Cookies	Brand24
895	900091	100019	Diapers	Brand27
896	900091	100019	Antacid	Brand5
897	900091	100019	Milk	Brand43
898	900091	100019	Softdrink	Brand53
899	900091	100019	Softdrink	Brand54
900	900091	100019	Cookies	Brand22
901	900091	100019	Chips	Brand20
902	900091	100004	Chips	Brand20
903	900091	100004	Candy	Brand15
904	900091	100004	Milk	Brand43
905	900091	100004	Bread	Brand12
906	900091	100004	HamburgerBuns	Brand32
907	900091	100004	Cookies	Brand23
908	900092	100012	Chips	Brand19
909	900092	100012	Chips	Brand19
910	900092	100012	Diapers	Brand26
911	900092	100012	Bread	Brand10
912	900092	100012	Chips	Brand21
913	900092	100012	Antacid	Brand5
914	900092	100014	Softdrink	Brand52
915	900092	100014	Cookies	Brand24
916	900093	100009	HamburgerBuns	Brand33
917	900093	100009	Diapers	Brand26
918	900093	100009	LaundryDetergent	Brand38
919	900093	100009	Chips	Brand21
920	900093	100009	Chips	Brand20
921	900093	100009	InkPen	Brand35
922	900093	100001	Softdrink	Brand53
923	900093	100001	Antacid	Brand5
924	900093	100001	Diapers	Brand27
925	900093	100001	Bread	Brand11
926	900093	100001	Milk	Brand43
927	900093	100001	ToothPaste	Brand57
928	900094	100007	Chips	Brand19
929	900094	100007	Diapers	Brand25
930	900094	100007	Antacid	Brand4
931	900094	100007	Chips	Brand19
932	900094	100007	Diapers	Brand27
933	900094	100007	Cookies	Brand23
934	900094	100007	Bread	Brand10
935	900094	100007	Cookies	Brand22
936	900094	100004	Diapers	Brand25
937	900095	100001	Bread	Brand12
938	900095	100001	Chips	Brand21
939	900095	100001	Chips	Brand20
940	900095	100001	Cookies	Brand24
941	900095	100001	Chips	Brand19
942	900095	100001	Cookies	Brand24
943	900095	100001	DogFood	Brand28
944	900095	100003	Softdrink	Brand54
945	900095	100003	Candy	Brand15
946	900095	100003	CatFood	Brand18
947	900095	100003	Softdrink	Brand54
948	900095	100003	Milk	Brand43
949	900096	100006	Ammunition	Brand3
950	900096	100006	Cookies	Brand24
951	900096	100006	BeefJerky	Brand8
952	900096	100006	Candy	Brand14
953	900096	100006	Candy	Brand14
954	900096	100006	Candy	Brand14
955	900097	100006	Candy	Brand13
956	900097	100006	Chips	Brand20
957	900097	100006	Bread	Brand11
958	900097	100004	Softdrink	Brand52
959	900097	100004	Milk	Brand45
960	900097	100004	Softdrink	Brand52
961	900097	100004	LightBulb	Brand41
962	900097	100004	Chips	Brand20
963	900098	100003	Cookies	Brand22
964	900098	100003	Cookies	Brand22
965	900098	100003	Softdrink	Brand52
966	900098	100003	DogFood	Brand30
967	900098	100005	Milk	Brand44
968	900098	100005	Candy	Brand15
969	900098	100005	Soap	Brand50
970	900098	100005	Bread	Brand11
971	900098	100005	Chips	Brand19
972	900099	100004	Bread	Brand12
973	900099	100004	Softdrink	Brand53
974	900099	100004	Cookies	Brand23
975	900099	100004	Antacid	Brand5
976	900099	100001	Softdrink	Brand53
977	900099	100001	Cookies	Brand23
978	900099	100001	Diapers	Brand26
979	900100	100286	Diapers	Brand25
980	900100	100286	Chips	Brand19
981	900100	100286	HamburgerBuns	Brand33
982	900100	100286	Bread	Brand11
983	900100	100286	HamburgerBuns	Brand31
985	900100	100286	Cookies	Brand24
986	900100	100286	Bread	Brand11
987	900100	100286	LaundryDetergent	Brand38
988	900100	100286	Bread	Brand12
989	900100	100025	LaundryDetergent	Brand39
990	900100	100025	Chips	Brand20
991	900100	100025	Milk	Brand45
992	900100	100025	HamburgerBuns	Brand33
993	900100	100025	Diapers	Brand25
994	900101	100227	Candy	Brand13
995	900101	100227	Milk	Brand43
996	900101	100227	Softdrink	Brand53
997	900101	100227	Candy	Brand15
998	900101	100218	Diapers	Brand27
999	900101	100218	Softdrink	Brand54
1000	900101	100218	Bread	Brand12
1001	900102	100032	Milk	Brand44
1002	900102	100032	Cookies	Brand22
1003	900102	100032	DogFood	Brand28
1004	900102	100391	Cookies	Brand23
1005	900102	100391	Chips	Brand20
1006	900102	100391	BeefJerky	Brand7
1007	900103	100119	Candy	Brand15
1008	900103	100119	Chips	Brand20
1009	900103	100119	Diapers	Brand26
1010	900103	100119	Cookies	Brand24
1011	900103	100119	Chips	Brand19
1012	900103	100119	Milk	Brand43
1013	900103	100277	Softdrink	Brand52
1014	900103	100277	CatFood	Brand16
1015	900104	100231	Cookies	Brand22
1016	900104	100231	DogFood	Brand28
1017	900104	100231	Cookies	Brand23
1018	900104	100231	HamburgerBuns	Brand33
1019	900104	100231	Chips	Brand20
1020	900104	100375	LaundryDetergent	Brand38
1021	900104	100375	Softdrink	Brand52
1022	900104	100375	HamburgerBuns	Brand33
1023	900105	100359	Candy	Brand13
1024	900105	100359	Bread	Brand10
1025	900105	100359	Soap	Brand51
1026	900105	100359	Milk	Brand44
1027	900105	100359	Softdrink	Brand52
1028	900105	100359	Chips	Brand21
1029	900105	100359	HamburgerBuns	Brand33
1030	900105	100359	Softdrink	Brand52
1031	900105	100359	Milk	Brand44
1032	900105	100359	LightBulb	Brand41
1033	900105	100359	Bread	Brand11
1034	900105	100334	Bread	Brand11
1035	900105	100334	Softdrink	Brand53
1036	900105	100334	Milk	Brand45
1037	900105	100334	Antacid	Brand5
1038	900105	100334	Milk	Brand43
1039	900105	100334	Milk	Brand43
1040	900105	100334	Chips	Brand21
1041	900105	100334	Cookies	Brand23
1042	900105	100334	Candy	Brand15
1043	900106	100278	BeefJerky	Brand8
1044	900106	100278	Diapers	Brand26
1045	900106	100278	Cookies	Brand24
1046	900106	100278	Antacid	Brand5
1047	900106	100278	Antacid	Brand6
1048	900106	100278	Candy	Brand13
1049	900106	100278	Cookies	Brand23
1050	900106	100278	Candy	Brand15
1051	900106	100278	Cookies	Brand24
1052	900106	100278	Diapers	Brand26
1053	900106	100278	Chips	Brand19
1054	900106	100114	Cookies	Brand23
1055	900106	100114	Candy	Brand15
1056	900106	100114	Chips	Brand20
1057	900106	100114	Softdrink	Brand53
1058	900107	100182	Chips	Brand19
1059	900107	100182	HamburgerBuns	Brand33
1060	900107	100182	Candy	Brand14
1061	900107	100182	Chips	Brand20
1062	900107	100182	Bread	Brand12
1063	900107	100182	Chips	Brand20
1064	900107	100182	DogFood	Brand30
1065	900107	100025	HamburgerBuns	Brand32
1066	900107	100025	Bread	Brand11
1067	900107	100025	Cookies	Brand22
1068	900107	100025	Softdrink	Brand53
1069	900107	100025	Chips	Brand21
1070	900107	100025	Candy	Brand15
1071	900107	100025	Chips	Brand21
1072	900108	100196	Bread	Brand10
1073	900108	100196	HamburgerBuns	Brand31
1074	900108	100196	Candy	Brand14
1075	900108	100196	Milk	Brand45
1076	900108	100196	Diapers	Brand26
1077	900108	100196	Bread	Brand10
1078	900108	100293	Cookies	Brand22
1079	900108	100293	HamburgerBuns	Brand31
1080	900108	100293	Bread	Brand10
1081	900108	100293	DogFood	Brand29
1082	900108	100293	Bread	Brand11
1083	900109	100076	Chips	Brand21
1084	900109	100076	Milk	Brand45
1085	900109	100076	Chips	Brand19
1086	900109	100076	Chips	Brand19
1087	900109	100076	Bread	Brand11
1088	900109	100076	DogFood	Brand30
1089	900109	100076	Candy	Brand14
1090	900109	100037	Milk	Brand44
1091	900109	100037	DogFood	Brand28
1092	900109	100037	Milk	Brand45
1093	900109	100037	Candy	Brand13
1094	900109	100037	Bread	Brand10
1095	900109	100037	DogFood	Brand30
1096	900109	100037	CatFood	Brand16
1097	900110	100258	Diapers	Brand25
1098	900110	100258	Diapers	Brand27
1099	900110	100258	Milk	Brand45
1100	900110	100367	Cookies	Brand22
1101	900110	100367	Diapers	Brand25
1102	900110	100367	Chips	Brand19
1103	900110	100367	Chips	Brand19
1104	900110	100367	BeefJerky	Brand9
1105	900110	100367	Softdrink	Brand52
1106	900110	100367	Milk	Brand45
1107	900111	100129	Milk	Brand43
1108	900111	100129	LaundryDetergent	Brand37
1109	900111	100005	Antacid	Brand6
1110	900111	100005	HamburgerBuns	Brand33
1111	900111	100005	Bread	Brand12
1112	900111	100005	HamburgerBuns	Brand32
1113	900111	100005	CatFood	Brand16
1114	900111	100005	Milk	Brand45
1115	900111	100005	Cookies	Brand22
1116	900111	100005	Chips	Brand20
1117	900112	100098	Candy	Brand15
1118	900112	100098	Softdrink	Brand53
1119	900112	100096	LightBulb	Brand40
1120	900112	100096	Softdrink	Brand52
1121	900112	100096	Softdrink	Brand54
1122	900112	100096	Diapers	Brand26
1123	900112	100096	DogFood	Brand30
1124	900113	100294	Candy	Brand13
1125	900113	100294	HamburgerBuns	Brand33
1126	900113	100294	Bread	Brand10
1127	900113	100294	Bread	Brand11
1128	900113	100294	HamburgerBuns	Brand32
1129	900113	100294	Softdrink	Brand52
1130	900113	100166	HamburgerBuns	Brand32
1131	900113	100166	Diapers	Brand27
1132	900113	100166	Candy	Brand15
1133	900114	100082	LaundryDetergent	Brand38
1134	900114	100082	LaundryDetergent	Brand39
1135	900114	100082	Soap	Brand50
1136	900114	100329	Diapers	Brand27
1137	900114	100329	Chips	Brand19
1138	900114	100329	Diapers	Brand25
1139	900114	100329	Softdrink	Brand53
1140	900114	100329	Candy	Brand15
1141	900114	100329	Milk	Brand43
1142	900115	100105	Bread	Brand11
1143	900115	100105	HamburgerBuns	Brand32
1144	900115	100105	Cookies	Brand24
1145	900115	100105	LightBulb	Brand41
1146	900115	100105	Softdrink	Brand53
1147	900115	100291	Softdrink	Brand53
1148	900115	100291	Milk	Brand43
1149	900116	100097	Softdrink	Brand54
1150	900116	100097	HamburgerBuns	Brand32
1151	900116	100097	Bread	Brand12
1152	900116	100097	Bread	Brand10
1153	900116	100163	Chips	Brand21
1154	900116	100163	LightBulb	Brand41
1155	900116	100163	Bread	Brand12
1156	900116	100163	Chips	Brand21
1157	900116	100163	Chips	Brand20
1158	900117	100092	Cookies	Brand24
1159	900117	100092	Bread	Brand11
1160	900117	100292	Diapers	Brand27
1161	900117	100292	Softdrink	Brand54
1162	900117	100292	Milk	Brand45
1163	900117	100292	LaundryDetergent	Brand37
1164	900117	100292	Milk	Brand43
1165	900118	100173	CatFood	Brand18
1166	900118	100173	Milk	Brand45
1167	900118	100099	DogFood	Brand28
1168	900118	100099	Milk	Brand45
1169	900118	100099	Milk	Brand43
1170	900118	100099	LaundryDetergent	Brand38
1171	900118	100099	Diapers	Brand26
1172	900118	100099	Diapers	Brand25
1173	900118	100099	DogFood	Brand28
1174	900118	100099	Softdrink	Brand52
1175	900118	100099	Chips	Brand21
1176	900119	100184	Chips	Brand21
1177	900119	100184	DogFood	Brand30
1178	900119	100345	Chips	Brand20
1179	900119	100345	Soap	Brand49
1180	900119	100345	Softdrink	Brand53
1181	900119	100345	Chips	Brand20
1182	900119	100345	Softdrink	Brand52
1183	900120	100186	DogFood	Brand30
1184	900120	100186	Diapers	Brand26
1185	900120	100186	Softdrink	Brand54
1186	900120	100186	HamburgerBuns	Brand31
1187	900120	100203	Cookies	Brand24
1188	900120	100203	LaundryDetergent	Brand37
1189	900120	100203	Bread	Brand10
1190	900120	100203	DogFood	Brand30
1191	900120	100203	Chips	Brand21
1192	900121	100226	Candy	Brand15
1193	900121	100226	Bread	Brand12
1194	900121	100226	HamburgerBuns	Brand32
1195	900121	100226	Candy	Brand13
1196	900121	100226	Candy	Brand14
1197	900121	100226	Bread	Brand11
1198	900121	100268	Candy	Brand14
1199	900121	100268	Milk	Brand45
1200	900121	100268	Bread	Brand10
1201	900121	100268	Bread	Brand11
1202	900121	100268	HamburgerBuns	Brand32
1203	900121	100268	LightBulb	Brand41
1204	900121	100268	Candy	Brand14
1205	900122	100005	HamburgerBuns	Brand32
1206	900122	100005	LaundryDetergent	Brand38
1207	900122	100005	DogFood	Brand30
1208	900122	100005	Chips	Brand20
1209	900122	100180	Cookies	Brand23
1210	900122	100180	Cookies	Brand23
1211	900123	100057	Cookies	Brand23
1212	900123	100057	Milk	Brand45
1213	900123	100057	CatFood	Brand17
1214	900123	100057	DogFood	Brand29
1215	900123	100057	CatFood	Brand18
1216	900123	100262	Cookies	Brand22
1217	900123	100262	DogFood	Brand30
1218	900123	100262	HamburgerBuns	Brand33
1219	900124	100317	Bread	Brand11
1220	900124	100317	Softdrink	Brand54
1221	900124	100317	Softdrink	Brand53
1222	900124	100097	Bread	Brand12
1223	900124	100097	Cookies	Brand23
1224	900124	100097	HamburgerBuns	Brand32
1225	900124	100097	Antacid	Brand6
1226	900125	100180	Chips	Brand19
1227	900125	100180	Milk	Brand43
1228	900125	100318	Bread	Brand12
1229	900125	100318	Milk	Brand43
1230	900125	100318	Milk	Brand45
1231	900125	100318	Antacid	Brand6
1232	900125	100318	Antacid	Brand4
1233	900125	100318	Cookies	Brand24
1234	900125	100318	Chips	Brand20
1235	900126	100021	CatFood	Brand16
1236	900126	100021	Diapers	Brand27
1237	900126	100021	LaundryDetergent	Brand37
1238	900126	100021	CatFood	Brand16
1239	900126	100021	BeefJerky	Brand8
1240	900126	100021	Diapers	Brand25
1241	900126	100014	Antacid	Brand6
1242	900126	100014	Cookies	Brand22
1243	900126	100014	Milk	Brand43
1244	900127	100245	Cookies	Brand23
1245	900127	100245	Softdrink	Brand54
1246	900127	100245	Milk	Brand45
1247	900127	100245	Cookies	Brand24
1248	900127	100085	Diapers	Brand26
1249	900127	100085	HamburgerBuns	Brand33
1250	900127	100085	Candy	Brand14
1251	900127	100085	Cookies	Brand24
1252	900127	100085	Softdrink	Brand54
1253	900127	100085	Bread	Brand10
1254	900127	100085	Cookies	Brand22
1255	900127	100085	BeefJerky	Brand8
1256	900127	100085	Softdrink	Brand53
1257	900128	100160	Cookies	Brand22
1258	900128	100160	Diapers	Brand25
1259	900128	100160	Bread	Brand10
1260	900128	100160	Bread	Brand12
1261	900128	100120	Milk	Brand44
1262	900129	100266	HamburgerBuns	Brand32
1263	900129	100266	Milk	Brand43
1264	900129	100266	LaundryDetergent	Brand39
1265	900129	100266	Milk	Brand45
1266	900129	100266	Soap	Brand49
1267	900129	100266	Chips	Brand20
1268	900129	100266	CatFood	Brand18
1269	900129	100266	Cookies	Brand24
1270	900129	100285	Milk	Brand43
1271	900129	100285	Cookies	Brand24
1272	900130	100057	Cookies	Brand22
1273	900130	100057	Candy	Brand13
1274	900130	100057	Antacid	Brand6
1275	900130	100057	Candy	Brand13
1276	900130	100057	ToothPaste	Brand56
1277	900130	100057	Diapers	Brand27
1278	900130	100057	Milk	Brand43
1279	900130	100057	Chips	Brand20
1280	900130	100017	Ammunition	Brand2
1281	900130	100017	HamburgerBuns	Brand32
1282	900130	100017	Bread	Brand10
1283	900130	100017	Cookies	Brand22
1284	900130	100017	Bread	Brand12
1285	900130	100017	Chips	Brand21
1286	900130	100017	Chips	Brand21
1287	900130	100017	CatFood	Brand16
1288	900131	100028	Bread	Brand10
1289	900131	100028	Antacid	Brand4
1290	900131	100028	Milk	Brand45
1291	900131	100028	Softdrink	Brand54
1292	900131	100222	Softdrink	Brand54
1293	900131	100222	HamburgerBuns	Brand33
1294	900131	100222	Diapers	Brand25
1295	900131	100222	Cookies	Brand24
1296	900132	100265	CatFood	Brand16
1297	900132	100265	Bread	Brand10
1298	900132	100265	CatFood	Brand16
1299	900132	100265	Diapers	Brand26
1300	900132	100265	Diapers	Brand26
1301	900132	100265	Diapers	Brand27
1302	900132	100265	Candy	Brand13
1303	900132	100265	Cookies	Brand22
1304	900132	100018	Chips	Brand20
1305	900132	100018	Milk	Brand44
1306	900132	100018	DogFood	Brand28
1307	900132	100018	Bread	Brand12
1308	900132	100018	CatFood	Brand18
1309	900132	100018	Diapers	Brand25
1310	900133	100279	Soap	Brand49
1311	900133	100279	Cookies	Brand24
1312	900133	100279	CatFood	Brand18
1313	900133	100279	Cookies	Brand22
1314	900133	100228	Bread	Brand12
1315	900133	100228	Cookies	Brand23
1316	900133	100228	Diapers	Brand27
1317	900133	100228	Bread	Brand10
1318	900133	100228	Softdrink	Brand52
1319	900134	100290	Candy	Brand14
1320	900134	100290	Softdrink	Brand54
1321	900134	100290	Cookies	Brand22
1322	900134	100290	Bread	Brand11
1323	900134	100290	DogFood	Brand28
1324	900134	100290	Bread	Brand12
1325	900134	100057	HamburgerBuns	Brand32
1326	900134	100057	Softdrink	Brand52
1327	900134	100057	Chips	Brand21
1328	900135	100284	Cookies	Brand24
1329	900135	100284	HamburgerBuns	Brand31
1330	900135	100284	Antacid	Brand6
1331	900135	100284	Cookies	Brand24
1332	900135	100284	Soap	Brand51
1333	900135	100284	CatFood	Brand18
1334	900135	100284	Milk	Brand44
1335	900135	100284	HamburgerBuns	Brand31
1336	900136	100227	Bread	Brand11
1337	900136	100227	Cookies	Brand24
1338	900136	100227	Chips	Brand20
1339	900136	100227	Chips	Brand21
1340	900136	100227	Milk	Brand44
1341	900136	100227	Antacid	Brand6
1342	900136	100320	Bread	Brand12
1343	900136	100320	Chips	Brand21
1344	900136	100320	Soap	Brand49
1345	900137	100036	InkPen	Brand36
1346	900137	100036	BeefJerky	Brand7
1347	900137	100036	Candy	Brand13
1348	900137	100036	Chips	Brand20
1349	900137	100036	Candy	Brand15
1350	900137	100023	Chips	Brand20
1351	900137	100023	Bread	Brand12
1352	900137	100023	Milk	Brand44
1353	900137	100023	Cookies	Brand23
1354	900137	100023	Diapers	Brand26
1355	900137	100023	HamburgerBuns	Brand32
1356	900137	100023	Cookies	Brand23
1357	900137	100023	HamburgerBuns	Brand31
1358	900137	100023	Softdrink	Brand53
1359	900138	100045	Bread	Brand12
1360	900138	100045	Cookies	Brand23
1361	900138	100045	Milk	Brand44
1362	900138	100045	Antacid	Brand4
1363	900138	100045	Soap	Brand51
1364	900138	100301	Candy	Brand15
1365	900138	100301	Milk	Brand43
1366	900139	100176	Softdrink	Brand53
1367	900139	100176	Bread	Brand12
1368	900139	100176	Diapers	Brand26
1369	900139	100176	Softdrink	Brand54
1370	900139	100176	DogFood	Brand29
1371	900139	100176	Diapers	Brand25
1372	900139	100176	Chips	Brand19
1373	900139	100176	Chips	Brand19
1374	900139	100135	HamburgerBuns	Brand32
1375	900139	100135	Diapers	Brand25
1376	900139	100135	HamburgerBuns	Brand32
1377	900140	100175	Bread	Brand10
1378	900140	100175	Chips	Brand20
1379	900140	100175	Softdrink	Brand53
1380	900140	100175	Diapers	Brand25
1381	900140	100134	Milk	Brand44
1382	900140	100134	Milk	Brand44
1383	900140	100134	HamburgerBuns	Brand31
1384	900140	100134	CatFood	Brand16
1385	900140	100134	Bread	Brand10
1386	900140	100134	CatFood	Brand17
1387	900140	100134	Milk	Brand45
1388	900140	100134	Softdrink	Brand53
1389	900141	100188	LaundryDetergent	Brand38
1390	900141	100188	Bread	Brand12
1391	900141	100188	Chips	Brand19
1392	900141	100003	CatFood	Brand18
1393	900141	100003	Bread	Brand12
1394	900141	100003	Bread	Brand11
1395	900141	100003	Bread	Brand10
1396	900141	100003	Bread	Brand12
1397	900141	100003	Cookies	Brand22
1398	900141	100003	Chips	Brand20
1399	900141	100003	HamburgerBuns	Brand33
1400	900142	100281	Cookies	Brand23
1401	900142	100281	Milk	Brand44
1402	900142	100281	Cookies	Brand23
1403	900142	100281	Diapers	Brand25
1404	900142	100281	HamburgerBuns	Brand33
1405	900142	100281	Cookies	Brand24
1406	900142	100281	Candy	Brand15
1407	900142	100251	Cookies	Brand23
1408	900142	100251	Candy	Brand13
1409	900142	100251	Cookies	Brand24
1410	900143	100074	Chips	Brand20
1411	900143	100074	Soap	Brand50
1412	900143	100074	Cookies	Brand22
1413	900143	100074	Antacid	Brand6
1414	900143	100074	CatFood	Brand18
1415	900143	100074	Candy	Brand14
1416	900143	100074	HamburgerBuns	Brand32
1417	900143	100046	Milk	Brand44
1418	900143	100046	Chips	Brand19
1419	900143	100046	Diapers	Brand26
1420	900143	100046	Chips	Brand20
1421	900143	100046	Softdrink	Brand54
1422	900143	100046	Chips	Brand21
1423	900143	100046	Bread	Brand11
1424	900143	100046	Milk	Brand45
1425	900144	100285	Candy	Brand13
1426	900144	100285	HamburgerBuns	Brand32
1427	900144	100285	Cookies	Brand24
1428	900144	100285	Bread	Brand10
1429	900144	100285	HamburgerBuns	Brand31
1430	900144	100285	Bread	Brand10
1431	900144	100285	Milk	Brand44
1432	900144	100285	Diapers	Brand25
1433	900144	100266	Softdrink	Brand54
1434	900144	100266	CatFood	Brand18
1435	900144	100266	Chips	Brand20
1436	900145	100080	DogFood	Brand29
1437	900145	100080	Softdrink	Brand53
1438	900145	100080	Candy	Brand15
1439	900145	100080	Bread	Brand12
1440	900145	100080	Diapers	Brand27
1441	900145	100080	HamburgerBuns	Brand32
1442	900145	100080	DogFood	Brand28
1443	900145	100269	DogFood	Brand30
1444	900145	100269	DogFood	Brand28
1445	900145	100269	Chips	Brand20
1446	900145	100269	InkPen	Brand34
1447	900145	100269	Milk	Brand45
1448	900145	100269	LaundryDetergent	Brand39
1449	900146	100268	HamburgerBuns	Brand33
1450	900146	100268	Cookies	Brand23
1451	900146	100268	Diapers	Brand27
1452	900146	100034	Softdrink	Brand53
1453	900146	100034	Diapers	Brand26
1454	900146	100034	Chips	Brand20
1455	900147	100011	Softdrink	Brand52
1456	900147	100011	BeefJerky	Brand9
1457	900147	100011	Cookies	Brand22
1458	900147	100011	Cookies	Brand23
1459	900147	100011	Softdrink	Brand54
1460	900147	100011	Bread	Brand10
1461	900147	100011	Softdrink	Brand52
1462	900147	100011	Softdrink	Brand53
1463	900147	100011	Bread	Brand11
1464	900147	100011	BeefJerky	Brand8
1465	900147	100138	Diapers	Brand25
1466	900148	100135	DogFood	Brand28
1467	900148	100135	DogFood	Brand29
1468	900148	100135	LaundryDetergent	Brand37
1469	900148	100135	CatFood	Brand17
1470	900148	100135	Milk	Brand45
1471	900148	100117	Bread	Brand12
1472	900148	100117	Milk	Brand45
1473	900148	100117	Diapers	Brand26
1474	900148	100117	Chips	Brand20
1475	900149	100206	Bread	Brand10
1476	900149	100206	Candy	Brand14
1477	900149	100206	HamburgerBuns	Brand31
1478	900149	100206	Bread	Brand12
1479	900149	100206	Chips	Brand20
1480	900149	100206	Diapers	Brand25
1481	900149	100206	HamburgerBuns	Brand33
1482	900149	100206	Bread	Brand12
1483	900149	100206	InkPen	Brand36
1484	900149	100213	Milk	Brand44
1485	900149	100213	Antacid	Brand6
1486	900149	100213	LaundryDetergent	Brand37
1487	900149	100213	Cookies	Brand24
1488	900149	100213	Softdrink	Brand53
1489	900149	100213	HamburgerBuns	Brand31
1490	900149	100213	Bread	Brand10
1491	900150	100007	InkPen	Brand35
1492	900150	100007	Cookies	Brand24
1493	900150	100007	Cookies	Brand22
1494	900150	100007	Cookies	Brand22
1495	900150	100007	Soap	Brand51
1496	900150	100157	Antacid	Brand4
1497	900150	100157	HamburgerBuns	Brand32
1498	900150	100157	Chips	Brand20
1499	900150	100157	Bread	Brand11
1500	900150	100157	Milk	Brand44
1501	900150	100157	Soap	Brand51
1502	900151	100088	Bread	Brand11
1503	900151	100088	Milk	Brand44
1504	900151	100088	Bread	Brand12
1505	900151	100088	Milk	Brand43
1506	900151	100088	Cookies	Brand24
1507	900151	100271	Cookies	Brand24
1508	900151	100271	Milk	Brand45
1509	900151	100271	Bread	Brand12
1510	900151	100271	Cookies	Brand22
1511	900152	100199	HamburgerBuns	Brand31
